"Status type","Status note","Key","Scientific or Common Name","Date","Location","Grid Reference","Abundance","Sex/Stage","Record Type","Observer","Determiner","Comments","Determination Type","Determination Comment"
"Cloned","[Count of sex or stage: ""3m, 2f""; Sex: ""mixed""; Stage: ""Adult""]",561,"Meiosimyza subfasciata","2019-07-26","Bickerton Hill","SJ503530","3","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709883""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Woodland edge""] ","Requires Confirmation",""
"Cloned","[Count of sex or stage: ""3m, 2f""; Sex: ""mixed""; Stage: ""Adult""]",561,"Meiosimyza subfasciata","2019-07-26","Bickerton Hill","SJ503530","2","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709883""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Woodland edge""] ","Requires Confirmation",""
"Cloned","[Count of sex or stage: ""2m, 3f""; Sex: ""mixed""; Stage: ""Adult""]",562,"Scaptomyza pallida","2019-07-26","Bickerton Hill","SJ503530","2","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709882""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Car park""] ","Requires Confirmation",""
"Cloned","[Count of sex or stage: ""2m, 3f""; Sex: ""mixed""; Stage: ""Adult""]",562,"Scaptomyza pallida","2019-07-26","Bickerton Hill","SJ503530","3","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709882""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Car park""] ","Requires Confirmation",""
"","",563,"Conops quadrifasciatus","2019-07-26","Bickerton Hill","SJ503530","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709881""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""Lying dead on leaf""] [Sample Comment: ""Car park""] ","Requires Confirmation",""
"","",564,"Meromyza femorata agg.","2019-07-26","Bickerton Hill","SJ503530","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709880""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Car park""] ","Requires Confirmation",""
"","",565,"Neoitamus cyanurus","2019-07-26","Bickerton Hill","SJ503530","1","Adult female","Trapped (netted)","Sue Budd","Phil Brighton","[iRecord Key: ""iBRC12709879""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Car park""] [Verifier: ""Harvey, Martin C.""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by Harvey, Martin C. 23/02/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",566,"Tephritis neesii","2019-07-26","Bickerton Hill","SJ502531","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709878""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Recently restored heath""] [Verifier: ""Clemons, Laurence""] [Verified on: ""06/09/2020""] ","Correct","Verified by Clemons, Laurence 06/09/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",566,"Tephritis neesii","2019-07-26","Bickerton Hill","SJ502531","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709878""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Recently restored heath""] [Verifier: ""Clemons, Laurence""] [Verified on: ""06/09/2020""] ","Correct","Verified by Clemons, Laurence 06/09/2020"
"","",567,"Tephritis formosa","2019-07-26","Bickerton Hill","SJ502531","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709877""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Recently restored heath""] [Verifier: ""Clemons, Laurence""] [Verified on: ""06/09/2020""] ","Correct","Verified by Clemons, Laurence 06/09/2020"
"","",568,"Sepsis violacea","2019-07-26","Bickerton Hill","SJ502531","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709876""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Recently restored heath""] [Verifier: ""Crellin, Steven""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Crellin, Steven 31/01/2020"
"Cloned","[Count of sex or stage: ""3m, 6f""; Sex: ""mixed""; Stage: ""Adult""]",569,"Sepsis fulgens","2019-07-26","Bickerton Hill","SJ502531","3","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709875""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Recently restored heath""] [Verifier: ""Crellin, Steven""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Crellin, Steven 31/01/2020"
"Cloned","[Count of sex or stage: ""3m, 6f""; Sex: ""mixed""; Stage: ""Adult""]",569,"Sepsis fulgens","2019-07-26","Bickerton Hill","SJ502531","6","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709875""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Recently restored heath""] [Verifier: ""Crellin, Steven""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Crellin, Steven 31/01/2020"
"Cloned","[Count of sex or stage: ""2m, 3f""; Sex: ""mixed""; Stage: ""Adult""]",570,"Sepsis cynipsea","2019-07-26","Bickerton Hill","SJ502531","2","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709874""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Recently restored heath""] [Verifier: ""Crellin, Steven""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Crellin, Steven 31/01/2020"
"Cloned","[Count of sex or stage: ""2m, 3f""; Sex: ""mixed""; Stage: ""Adult""]",570,"Sepsis cynipsea","2019-07-26","Bickerton Hill","SJ502531","3","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709874""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Recently restored heath""] [Verifier: ""Crellin, Steven""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Crellin, Steven 31/01/2020"
"","",571,"Minettia lupulina","2019-07-26","Bickerton Hill","SJ502531","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709873""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Recently restored heath""] ","Requires Confirmation",""
"","",572,"Tephritis vespertina","2019-07-26","Bickerton Hill","SJ501533","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709872""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken & Bilberry""] [Verifier: ""Clemons, Laurence""] [Verified on: ""06/09/2020""] ","Correct","Verified by Clemons, Laurence 06/09/2020"
"","",573,"Tephritis neesii","2019-07-26","Bickerton Hill","SJ501533","2","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709871""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken & Bilberry""] [Verifier: ""Clemons, Laurence""] [Verified on: ""06/09/2020""] ","Correct","Verified by Clemons, Laurence 06/09/2020"
"Cloned","[Count of sex or stage: ""8m, 9f""; Sex: ""mixed""; Stage: ""Adult""]",574,"Sepsis fulgens","2019-07-26","Bickerton Hill","SJ501533","8","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709870""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken & Bilberry""] [Verifier: ""Crellin, Steven""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Crellin, Steven 31/01/2020"
"Cloned","[Count of sex or stage: ""8m, 9f""; Sex: ""mixed""; Stage: ""Adult""]",574,"Sepsis fulgens","2019-07-26","Bickerton Hill","SJ501533","9","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709870""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken & Bilberry""] [Verifier: ""Crellin, Steven""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Crellin, Steven 31/01/2020"
"","",575,"Opomyza germinationis","2019-07-26","Bickerton Hill","SJ501533","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709869""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken & Bilberry""] ","Requires Confirmation",""
"","",576,"Opomyza florum","2019-07-26","Bickerton Hill","SJ501533","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709868""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken & Bilberry""] ","Requires Confirmation",""
"","",577,"Tephritis vespertina","2019-07-26","Bickerton Hill","SJ500530","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709867""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken & low birch""] [Verifier: ""Clemons, Laurence""] [Verified on: ""06/09/2020""] ","Correct","Verified by Clemons, Laurence 06/09/2020"
"","",578,"Tephritis neesii","2019-07-26","Bickerton Hill","SJ500530","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709866""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken & low birch""] [Verifier: ""Clemons, Laurence""] [Verified on: ""06/09/2020""] ","Correct","Verified by Clemons, Laurence 06/09/2020"
"","",579,"Sepsis orthocnemis","2019-07-26","Bickerton Hill","SJ500530","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709865""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken & low birch""] [Verifier: ""Crellin, Steven""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Crellin, Steven 31/01/2020"
"Cloned","[Count of sex or stage: ""5m, 5f""; Sex: ""female""; Stage: ""Adult""]",580,"Sepsis fulgens","2019-07-26","Bickerton Hill","SJ500530","5","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709864""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken & low birch""] [Verifier: ""Crellin, Steven""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Crellin, Steven 31/01/2020"
"Cloned","[Count of sex or stage: ""5m, 5f""; Sex: ""female""; Stage: ""Adult""]",580,"Sepsis fulgens","2019-07-26","Bickerton Hill","SJ500530","5","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709864""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken & low birch""] [Verifier: ""Crellin, Steven""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Crellin, Steven 31/01/2020"
"","",581,"Sepsis cynipsea","2019-07-26","Bickerton Hill","SJ500530","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709863""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken & low birch""] [Verifier: ""Crellin, Steven""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Crellin, Steven 31/01/2020"
"","",582,"Opomyza germinationis","2019-07-26","Bickerton Hill","SJ500530","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709862""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken & low birch""] ","Requires Confirmation",""
"","",583,"Sylvicola punctatus","2019-07-26","Bickerton Hill","SJ500530","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709861""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken & low birch""] ","Requires Confirmation",""
"","",584,"Tephritis neesii","2019-07-26","Bickerton Hill","SJ499528","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709860""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Pond in open heath""] [Verifier: ""Clemons, Laurence""] [Verified on: ""06/09/2020""] ","Correct","Verified by Clemons, Laurence 06/09/2020"
"","",585,"Leptocera fontinalis","2019-07-26","Bickerton Hill","SJ499528","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709859""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken around lone oak""] ","Requires Confirmation",""
"","",586,"Sepsis violacea","2019-07-26","Bickerton Hill","SJ499528","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709858""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken around lone oak""] [Verifier: ""Crellin, Steven""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Crellin, Steven 31/01/2020"
"","",587,"Sepsis punctum","2019-07-26","Bickerton Hill","SJ499528","2","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709857""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Pond in open heath""] [Verifier: ""Crellin, Steven""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Crellin, Steven 31/01/2020"
"Cloned","[Count of sex or stage: ""2m, 2f""; Sex: ""mixed""; Stage: ""Adult""]",588,"Sepsis fulgens","2019-07-26","Bickerton Hill","SJ499528","2","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709856""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken around lone oak""] [Verifier: ""Crellin, Steven""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Crellin, Steven 31/01/2020"
"Cloned","[Count of sex or stage: ""2m, 2f""; Sex: ""mixed""; Stage: ""Adult""]",588,"Sepsis fulgens","2019-07-26","Bickerton Hill","SJ499528","2","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709856""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken around lone oak""] [Verifier: ""Crellin, Steven""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Crellin, Steven 31/01/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",589,"Sepsis cynipsea","2019-07-26","Bickerton Hill","SJ499528","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709855""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken around lone oak""] [Verifier: ""Crellin, Steven""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Crellin, Steven 31/01/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""Adult""]",589,"Sepsis cynipsea","2019-07-26","Bickerton Hill","SJ499528","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709855""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken around lone oak""] [Verifier: ""Crellin, Steven""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Crellin, Steven 31/01/2020"
"","",590,"Rhagio lineola","2019-07-26","Bickerton Hill","SJ499528","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709854""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken around lone oak""] [Verifier: ""Harvey, Martin C.""] [Verified on: ""29/02/2020""] ","Considered correct","Verified by Harvey, Martin C. 29/02/2020"
"","",591,"Opomyza germinationis","2019-07-26","Bickerton Hill","SJ499528","2","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709853""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken around lone oak""] ","Requires Confirmation",""
"","",592,"Tricholauxania praeusta","2019-07-26","Bickerton Hill","SJ499528","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709852""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken around lone oak""] ","Requires Confirmation",""
"","",593,"Limosina silvatica","2019-07-26","Bickerton Hill","SJ498531","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709851""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wood on steep slope""] ","Requires Confirmation",""
"Cloned","[Count of sex or stage: ""1m, 2f""; Sex: ""mixed""; Stage: ""Adult""]",594,"Leptocera fontinalis","2019-07-26","Bickerton Hill","SJ498531","1","Adult male","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709850""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wood on steep slope""] ","Requires Confirmation",""
"Cloned","[Count of sex or stage: ""1m, 2f""; Sex: ""mixed""; Stage: ""Adult""]",594,"Leptocera fontinalis","2019-07-26","Bickerton Hill","SJ498531","2","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12709850""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wood on steep slope""] ","Requires Confirmation",""
